State,City,Investment,Revenue,Date,Property Type
IN,FORT WAYNE,"$752,803.47","$741,240.00",2011-03-27,Residential
IN,FORT WAYNE,"$394,997.02","$350,152.50",2011-03-28,Land
IN,FORT WAYNE,"$924,397.84","$820,505.00",2011-03-29,Residential
IN,FORT WAYNE,"$1,090,365.06","$1,226,880.00",2011-04-03,Industrial
IN,FORT WAYNE,"$836,129.51","$614,250.00",2011-04-03,Commercial 
IN,FORT WAYNE,"$474,440.39","$552,105.00",2011-04-04,Industrial
IN,FORT WAYNE,"$1,077,046.63","$866,190.00",2011-04-08,Industrial
IN,FORT WAYNE,"$1,086,742.30","$904,835.00",2011-04-08,Residential
IN,FORT WAYNE,"$534,603.12","$470,426.25",2011-04-11,Land
IN,FORT WAYNE,"$381,738.26","$554,497.50",2011-04-12,Land
IN,FORT WAYNE,"$357,490.55","$439,312.50",2011-04-12,Land
IN,FORT WAYNE,"$951,656.77","$803,947.50",2011-04-13,Industrial
IN,FORT WAYNE,"$304,420.87","$380,070.00",2011-04-14,Land
IN,FORT WAYNE,"$416,711.83","$355,970.00",2011-04-22,Residential
IN,FORT WAYNE,"$1,453,929.00","$1,915,900.00",2011-04-23,Commercial 
IN,FORT WAYNE,"$835,914.97","$728,561.25",2011-04-24,Land
IN,FORT WAYNE,"$1,425,973.43","$1,249,657.50",2011-04-24,Industrial
IN,FORT WAYNE,"$53,266.21","$71,790.00",2011-04-26,Residential
IN,FORT WAYNE,"$300,463.14","$342,640.00",2011-04-27,Commercial 
IN,FORT WAYNE,"$2,391,343.61","$1,795,780.00",2011-04-29,Commercial 
IN,FORT WAYNE,"$970,844.43","$1,198,455.00",2011-05-02,Industrial
IN,FORT WAYNE,"$36,790.58","$43,368.75",2011-05-05,Land
IN,FORT WAYNE,"$1,279,880.77","$1,089,742.50",2011-05-08,Industrial
IN,FORT WAYNE,"$854,776.86","$779,075.00",2011-05-08,Residential
IN,FORT WAYNE,"$643,611.69","$837,930.00",2011-05-13,Commercial 
IN,FORT WAYNE,"$1,779,857.08","$1,627,760.00",2011-05-20,Commercial 
IN,FORT WAYNE,"$277,057.83","$329,325.00",2011-05-20,Industrial
IN,FORT WAYNE,"$1,133,742.57","$1,616,463.04",2011-06-01,Commercial 
IN,FORT WAYNE,"$1,697,552.71","$1,612,896.56",2011-06-02,Commercial 
IN,FORT WAYNE,"$740,808.18","$937,685.52",2011-06-04,Residential
IN,FORT WAYNE,"$1,155,086.79","$1,413,960.65",2011-06-06,Commercial 
IN,FORT WAYNE,"$130,859.38","$183,457.04",2011-06-09,Land
IN,FORT WAYNE,"$562,172.58","$695,692.59",2011-06-16,Land
IN,FORT WAYNE,"$2,671,088.87","$2,470,983.66",2011-06-16,Commercial 
IN,FORT WAYNE,"$704,877.36","$989,302.23",2011-06-16,Residential
IN,FORT WAYNE,"$926,820.93","$886,236.97",2011-06-17,Commercial 
IN,FORT WAYNE,"$658,792.73","$973,528.64",2011-06-21,Industrial
IN,FORT WAYNE,"$694,171.36","$1,094,946.70",2011-06-26,Residential
IN,FORT WAYNE,"$222,199.39","$176,307.42",2011-07-01,Commercial 
IN,FORT WAYNE,"$564,791.95","$818,870.76",2011-07-04,Land
IN,FORT WAYNE,"$231,205.88","$209,100.92",2011-07-10,Industrial
IN,FORT WAYNE,"$1,657,311.63","$2,169,498.93",2011-07-12,Commercial 
IN,FORT WAYNE,"$1,467,857.43","$1,562,943.12",2011-07-17,Industrial
IN,FORT WAYNE,"$1,678,508.16","$1,740,935.69",2011-07-18,Commercial 
IN,FORT WAYNE,"$593,101.37","$878,665.88",2011-07-18,Industrial
IN,FORT WAYNE,"$1,450,680.34","$1,362,650.47",2011-07-20,Industrial
IN,FORT WAYNE,"$1,284,714.50","$1,212,313.10",2011-07-25,Industrial
IN,FORT WAYNE,"$2,116,209.52","$2,126,538.54",2011-07-25,Commercial 
IN,FORT WAYNE,"$1,030,982.82","$1,053,936.32",2011-07-26,Commercial 
IN,FORT WAYNE,"$415,345.57","$442,244.38",2011-08-06,Commercial 
IN,FORT WAYNE,"$464,823.74","$469,532.69",2011-08-06,Commercial 
IN,FORT WAYNE,"$888,623.83","$984,395.31",2011-08-10,Residential
IN,FORT WAYNE,"$96,182.35","$145,081.90",2011-08-14,Land
IN,FORT WAYNE,"$100,919.78","$126,402.36",2011-08-16,Industrial
IN,FORT WAYNE,"$1,145,984.70","$1,990,523.33",2011-08-21,Industrial
IN,FORT WAYNE,"$141,827.51","$202,980.92",2011-08-24,Industrial
IN,FORT WAYNE,"$447,058.45","$617,528.33",2011-08-26,Industrial
IN,FORT WAYNE,"$112,966.15","$106,803.57",2011-08-26,Commercial 
IN,FORT WAYNE,"$132,870.03","$140,013.34",2011-08-27,Industrial
IN,FORT WAYNE,"$999,542.25","$833,445.00",2011-09-01,Industrial
IN,FORT WAYNE,"$975,595.25","$830,985.00",2011-09-05,Residential
IN,FORT WAYNE,"$388,279.76","$480,305.00",2011-09-05,Residential
IN,FORT WAYNE,"$24,822.72","$32,450.00",2011-09-07,Residential
IN,FORT WAYNE,"$229,927.58","$215,205.00",2011-09-08,Residential
IN,FORT WAYNE,"$589,162.09","$684,120.00",2011-09-16,Commercial 
IN,FORT WAYNE,"$763,797.40","$696,910.00",2011-09-18,Residential
IN,FORT WAYNE,"$490,888.74","$560,471.25",2011-09-18,Land
IN,FORT WAYNE,"$342,344.21","$401,300.00",2011-09-21,Commercial 
IN,FORT WAYNE,"$510,022.01","$447,485.00",2011-09-23,Residential
IN,FORT WAYNE,"$288,583.31","$366,340.00",2011-10-10,Residential
IN,FORT WAYNE,"$444,681.91","$590,092.50",2011-10-12,Industrial
IN,FORT WAYNE,"$435,221.21","$634,091.25",2011-10-16,Land
IN,FORT WAYNE,"$1,003,679.20","$1,242,510.00",2011-10-18,Commercial 
IN,FORT WAYNE,"$1,847,487.20","$1,579,040.00",2011-10-18,Commercial 
IN,FORT WAYNE,"$445,313.05","$376,353.75",2011-10-20,Land
IN,FORT WAYNE,"$647,275.18","$629,700.00",2011-10-21,Industrial
IN,FORT WAYNE,"$192,071.60","$274,462.50",2011-10-22,Land
IN,FORT WAYNE,"$730,411.72","$644,935.00",2011-10-23,Residential
IN,FORT WAYNE,"$706,463.17","$505,560.00",2011-10-23,Commercial 
IN,FORT WAYNE,"$615,107.04","$513,490.00",2011-10-24,Commercial 
IN,FORT WAYNE,"$514,220.54","$416,100.00",2011-10-25,Industrial
IN,FORT WAYNE,"$899,694.46","$771,520.00",2011-10-26,Commercial 
IN,FORT WAYNE,"$954,647.58","$836,302.50",2011-10-26,Industrial
IN,FORT WAYNE,"$1,895,211.75","$1,355,390.00",2011-10-30,Commercial 
IN,FORT WAYNE,"$927,366.01","$815,145.00",2011-10-31,Industrial
IN,FORT WAYNE,"$179,120.96","$226,586.25",2011-10-31,Land
IN,FORT WAYNE,"$273,944.05","$229,676.25",2011-11-01,Land
IN,FORT WAYNE,"$1,497,316.20","$1,799,970.00",2011-11-04,Commercial 
IN,FORT WAYNE,"$1,112,447.57","$987,640.00",2011-11-05,Residential
IN,FORT WAYNE,"$630,950.98","$560,737.50",2011-11-05,Land
IN,FORT WAYNE,"$1,268,904.91","$1,739,310.00",2011-11-07,Commercial 
IN,FORT WAYNE,"$338,831.35","$397,181.25",2011-11-08,Land
IN,FORT WAYNE,"$709,319.89","$873,635.00",2011-11-12,Residential
IN,FORT WAYNE,"$414,059.59","$347,651.25",2011-11-14,Land
IN,FORT WAYNE,"$324,027.06","$289,687.50",2011-11-16,Land
IN,FORT WAYNE,"$729,151.29","$603,247.50",2011-11-17,Industrial
IN,FORT WAYNE,"$33,337.54","$40,053.75",2011-11-18,Land
IN,FORT WAYNE,"$1,045,242.76","$946,560.00",2011-11-21,Industrial
IN,FORT WAYNE,"$165,157.32","$152,580.00",2011-11-22,Residential
IN,FORT WAYNE,"$92,291.46","$92,060.00",2011-11-23,Residential
IN,FORT WAYNE,"$639,288.77","$573,485.00",2011-11-26,Residential
IN,FORT WAYNE,"$1,062,632.81","$867,247.50",2011-11-29,Industrial
IN,FORT WAYNE,"$31,241.96","$47,055.00",2011-12-02,Residential
IN,FORT WAYNE,"$457,567.28","$685,095.00",2011-12-05,Residential
IN,FORT WAYNE,"$207,619.97","$155,880.00",2011-12-11,Commercial 
IN,FORT WAYNE,"$2,293,476.14","$1,757,970.00",2011-12-15,Commercial 
IN,FORT WAYNE,"$851,561.49","$725,900.00",2011-12-16,Residential
IN,FORT WAYNE,"$510,520.35","$680,122.50",2011-12-16,Land
IN,FORT WAYNE,"$917,001.41","$1,242,532.50",2011-12-17,Industrial
IN,FORT WAYNE,"$670,298.96","$535,331.25",2011-12-19,Land
IN,FORT WAYNE,"$136,800.16","$130,225.00",2011-12-20,Residential
IN,FORT WAYNE,"$45,717.06","$60,045.00",2011-12-21,Industrial
IN,FORT WAYNE,"$1,476,146.20","$1,975,250.00",2011-12-26,Commercial 
IN,FORT WAYNE,"$443,061.95","$497,336.25",2011-12-29,Land
IN,FORT WAYNE,"$75,524.40","$103,065.00",2012-01-08,Residential
IN,FORT WAYNE,"$1,020,354.95","$793,460.00",2012-01-18,Commercial 
IN,FORT WAYNE,"$294,709.31","$314,390.00",2012-01-21,Commercial 
IN,FORT WAYNE,"$1,690,983.34","$1,359,442.50",2012-01-23,Industrial
IN,FORT WAYNE,"$196,433.38","$232,012.50",2012-01-24,Industrial
IN,FORT WAYNE,"$515,942.11","$663,941.25",2012-01-24,Land
IN,FORT WAYNE,"$326,283.57","$290,497.50",2012-01-25,Land
IN,FORT WAYNE,"$986,397.43","$874,115.00",2012-01-26,Residential
IN,FORT WAYNE,"$1,687,887.10","$1,458,180.00",2012-01-28,Industrial
IN,FORT WAYNE,"$723,878.61","$653,275.00",2012-01-30,Residential
IN,FORT WAYNE,"$181,617.93","$153,060.00",2012-01-31,Industrial
IN,FORT WAYNE,"$244,512.96","$289,008.75",2012-01-31,Land
IN,FORT WAYNE,"$471,735.52","$418,510.00",2012-01-31,Residential
IN,FORT WAYNE,"$871,072.41","$1,164,140.00",2012-02-06,Commercial 
IN,FORT WAYNE,"$123,742.68","$162,607.50",2012-02-06,Industrial
IN,FORT WAYNE,"$48,037.53","$53,210.00",2012-02-08,Commercial 
IN,FORT WAYNE,"$43,000.93","$36,360.00",2012-02-10,Land
IN,FORT WAYNE,"$234,459.18","$228,060.00",2012-02-16,Industrial
IN,FORT WAYNE,"$723,349.16","$625,091.25",2012-02-18,Land
IN,FORT WAYNE,"$186,321.54","$168,215.00",2012-02-19,Residential
IN,FORT WAYNE,"$267,621.45","$349,260.00",2012-02-24,Commercial 
IN,FORT WAYNE,"$356,985.84","$294,596.25",2012-02-26,Land
IN,FORT WAYNE,"$530,654.81","$646,706.25",2012-02-29,Land
IN,FORT WAYNE,"$1,162,306.70","$1,631,380.00",2012-02-29,Commercial 
IN,FORT WAYNE,"$1,815,449.92","$1,472,280.00",2012-03-01,Commercial 
IN,FORT WAYNE,"$316,302.45","$262,580.00",2012-03-04,Commercial 
IN,FORT WAYNE,"$389,852.62","$458,580.00",2012-03-05,Industrial
IN,FORT WAYNE,"$117,037.21","$169,136.25",2012-03-07,Land
IN,FORT WAYNE,"$418,400.17","$624,142.50",2012-03-09,Land
IN,FORT WAYNE,"$380,583.43","$532,370.00",2012-03-11,Commercial 
IN,FORT WAYNE,"$1,001,788.30","$1,250,235.00",2012-03-12,Industrial
IN,FORT WAYNE,"$1,001,086.09","$753,240.00",2012-03-13,Industrial
IN,FORT WAYNE,"$1,743,485.38","$1,919,900.00",2012-03-16,Commercial 
IN,FORT WAYNE,"$294,244.00","$417,480.00",2012-03-17,Residential
IN,FORT WAYNE,"$101,606.29","$93,172.50",2012-03-17,Industrial
IN,FORT WAYNE,"$621,445.64","$791,150.00",2012-03-22,Residential
IN,FORT WAYNE,"$369,488.59","$299,047.50",2012-03-23,Industrial
IN,FORT WAYNE,"$846,195.66","$753,755.00",2012-03-24,Residential
IN,FORT WAYNE,"$1,013,581.13","$831,405.00",2012-03-25,Industrial
IN,FORT WAYNE,"$251,580.16","$213,570.00",2012-03-30,Industrial
IN,FORT WAYNE,"$99,049.19","$154,630.00",2012-03-31,Residential
IN,FORT WAYNE,"$300,446.00","$346,300.00",2012-04-03,Commercial 
IN,FORT WAYNE,"$889,404.19","$706,830.00",2012-04-04,Land
IN,FORT WAYNE,"$1,377,865.20","$1,775,540.00",2012-04-04,Commercial 
IN,FORT WAYNE,"$185,533.14","$209,587.50",2012-04-17,Industrial
IN,FORT WAYNE,"$432,129.78","$370,297.50",2012-04-18,Industrial
IN,FORT WAYNE,"$938,461.20","$794,740.00",2012-04-19,Commercial 
IN,FORT WAYNE,"$488,514.78","$652,325.00",2012-04-23,Residential
IN,FORT WAYNE,"$1,165,694.26","$1,076,482.50",2012-04-26,Industrial
IN,FORT WAYNE,"$1,674,444.31","$1,435,320.00",2012-04-27,Industrial
IN,FORT WAYNE,"$962,370.09","$1,259,620.00",2012-04-27,Commercial 
IN,FORT WAYNE,"$601,903.28","$852,105.00",2012-04-27,Residential
IN,FORT WAYNE,"$580,349.39","$667,260.00",2012-04-27,Industrial
IN,FORT WAYNE,"$200,417.17","$171,360.00",2012-05-04,Industrial
IN,FORT WAYNE,"$1,138,768.43","$947,375.00",2012-05-10,Residential
IN,FORT WAYNE,"$146,196.98","$147,750.00",2012-05-19,Residential
IN,FORT WAYNE,"$59,571.56","$53,793.75",2012-05-19,Land
IN,FORT WAYNE,"$454,060.16","$563,748.75",2012-05-22,Land
IN,FORT WAYNE,"$947,404.85","$949,485.00",2012-05-25,Residential
IN,FORT WAYNE,"$248,753.93","$362,842.50",2012-05-27,Land
IN,FORT WAYNE,"$975,711.28","$1,183,550.00",2012-05-27,Commercial 
IN,FORT WAYNE,"$172,557.61","$194,970.00",2012-05-30,Commercial 
IN,FORT WAYNE,"$1,755,164.64","$1,382,120.00",2012-05-31,Commercial 
IN,FORT WAYNE,"$598,114.65","$717,823.68",2012-06-02,Land
IN,FORT WAYNE,"$443,245.51","$459,279.46",2012-06-07,Residential
IN,FORT WAYNE,"$233,500.08","$396,289.01",2012-06-08,Residential
IN,FORT WAYNE,"$1,297,631.86","$2,051,580.66",2012-06-14,Commercial 
IN,FORT WAYNE,"$2,491,853.17","$2,244,283.19",2012-06-15,Commercial 
IN,FORT WAYNE,"$448,021.84","$406,752.78",2012-06-15,Commercial 
IN,FORT WAYNE,"$178,493.36","$213,602.11",2012-06-17,Land
IN,FORT WAYNE,"$323,592.06","$497,166.93",2012-06-18,Land
IN,FORT WAYNE,"$321,414.13","$327,983.92",2012-06-19,Residential
IN,FORT WAYNE,"$474,317.90","$574,906.78",2012-06-22,Residential
IN,FORT WAYNE,"$954,532.90","$778,143.35",2012-06-23,Land
IN,FORT WAYNE,"$534,264.06","$650,504.53",2012-06-26,Land
IN,FORT WAYNE,"$60,496.55","$49,479.19",2012-06-30,Industrial
IN,FORT WAYNE,"$178,509.87","$194,492.15",2012-07-03,Residential
IN,FORT WAYNE,"$180,416.24","$201,934.08",2012-07-06,Residential
IN,FORT WAYNE,"$1,024,026.98","$1,012,989.98",2012-07-15,Commercial 
IN,FORT WAYNE,"$1,015,197.12","$958,366.28",2012-07-16,Residential
IN,FORT WAYNE,"$158,235.40","$139,659.22",2012-07-16,Land
IN,FORT WAYNE,"$705,670.15","$579,473.73",2012-07-17,Land
IN,FORT WAYNE,"$1,150,496.82","$1,159,258.49",2012-07-17,Residential
IN,FORT WAYNE,"$268,130.08","$530,000.76",2012-07-18,Residential
IN,FORT WAYNE,"$412,266.08","$611,882.49",2012-07-20,Land
IN,FORT WAYNE,"$414,753.92","$355,344.87",2012-07-22,Land
IN,FORT WAYNE,"$213,615.25","$311,579.23",2012-07-24,Industrial
IN,FORT WAYNE,"$757,825.35","$691,078.74",2012-07-25,Industrial
IN,FORT WAYNE,"$661,727.92","$511,751.28",2012-07-30,Commercial 
IN,FORT WAYNE,"$572,381.32","$834,664.64",2012-08-01,Industrial
IN,FORT WAYNE,"$1,382,307.93","$1,510,018.32",2012-08-04,Industrial
IN,FORT WAYNE,"$871,787.81","$813,309.26",2012-08-04,Residential
IN,FORT WAYNE,"$462,214.40","$424,776.92",2012-08-05,Land
IN,FORT WAYNE,"$1,290,987.19","$1,319,592.71",2012-08-05,Commercial 
IN,FORT WAYNE,"$62,896.48","$114,941.01",2012-08-09,Residential
IN,FORT WAYNE,"$760,641.67","$1,205,191.96",2012-08-11,Residential
IN,FORT WAYNE,"$386,288.57","$426,948.09",2012-08-11,Residential
IN,FORT WAYNE,"$623,732.76","$904,897.83",2012-08-12,Commercial 
IN,FORT WAYNE,"$1,057,258.58","$1,438,666.50",2012-08-14,Industrial
IN,FORT WAYNE,"$2,650,521.13","$2,457,687.86",2012-08-14,Commercial 
IN,FORT WAYNE,"$1,008,539.41","$1,207,715.42",2012-08-18,Industrial
IN,FORT WAYNE,"$49,801.11","$61,636.57",2012-08-21,Commercial 
IN,FORT WAYNE,"$2,420,499.16","$1,912,555.03",2012-08-27,Commercial 
IN,FORT WAYNE,"$551,001.28","$677,655.00",2012-09-04,Industrial
IN,FORT WAYNE,"$434,339.74","$377,227.50",2012-09-06,Land
IN,FORT WAYNE,"$46,093.93","$58,286.25",2012-09-07,Land
IN,FORT WAYNE,"$617,683.64","$718,646.25",2012-09-10,Land
IN,FORT WAYNE,"$304,427.11","$371,887.50",2012-09-10,Industrial
IN,FORT WAYNE,"$871,291.56","$739,290.00",2012-09-12,Land
IN,FORT WAYNE,"$522,786.70","$804,880.00",2012-09-14,Residential
IN,FORT WAYNE,"$171,264.58","$132,558.75",2012-09-16,Land
IN,FORT WAYNE,"$1,541,672.06","$1,271,780.00",2012-09-21,Commercial 
IN,FORT WAYNE,"$107,061.47","$87,626.25",2012-09-25,Land
IN,FORT WAYNE,"$452,060.19","$547,162.50",2012-09-27,Land
IN,FORT WAYNE,"$998,101.04","$1,107,080.00",2012-09-28,Commercial 
IN,FORT WAYNE,"$834,165.65","$1,023,540.00",2012-10-01,Commercial 
IN,FORT WAYNE,"$1,708,092.49","$1,316,370.00",2012-10-11,Commercial 
IN,FORT WAYNE,"$1,158,411.44","$987,485.00",2012-10-12,Residential
IN,FORT WAYNE,"$554,310.54","$755,260.00",2012-10-17,Commercial 
IN,FORT WAYNE,"$1,188,303.51","$1,448,550.00",2012-10-20,Industrial
IN,FORT WAYNE,"$936,326.31","$1,167,850.00",2012-10-20,Commercial 
IN,FORT WAYNE,"$1,077,301.76","$858,730.00",2012-10-20,Commercial 
IN,FORT WAYNE,"$1,209,266.83","$1,471,897.50",2012-10-21,Industrial
IN,FORT WAYNE,"$604,642.22","$443,680.00",2012-10-27,Commercial 
IN,FORT WAYNE,"$719,213.64","$805,030.00",2012-10-27,Commercial 
IN,FORT WAYNE,"$1,919,529.00","$1,399,430.00",2012-10-27,Commercial 
IN,FORT WAYNE,"$707,190.75","$996,675.00",2012-11-03,Industrial
IN,FORT WAYNE,"$256,060.86","$363,660.00",2012-11-05,Residential
IN,FORT WAYNE,"$603,427.63","$514,447.50",2012-11-06,Land
IN,FORT WAYNE,"$345,261.89","$477,435.00",2012-11-09,Land
IN,FORT WAYNE,"$145,634.34","$133,110.00",2012-11-12,Commercial 
IN,FORT WAYNE,"$222,434.27","$284,617.50",2012-11-16,Land
IN,FORT WAYNE,"$367,694.09","$521,692.50",2012-11-19,Industrial
IN,FORT WAYNE,"$611,891.80","$552,303.75",2012-11-22,Land
IN,FORT WAYNE,"$562,074.41","$814,420.00",2012-11-29,Residential
IN,FORT WAYNE,"$901,749.99","$746,208.75",2012-12-01,Land
IN,FORT WAYNE,"$2,216,944.91","$1,810,770.00",2012-12-01,Commercial 
IN,FORT WAYNE,"$273,714.47","$349,680.00",2012-12-03,Commercial 
IN,FORT WAYNE,"$559,870.65","$745,361.25",2012-12-03,Land
IN,FORT WAYNE,"$728,424.06","$656,925.00",2012-12-03,Industrial
IN,FORT WAYNE,"$422,142.00","$583,845.00",2012-12-12,Residential
IN,FORT WAYNE,"$152,442.77","$137,505.00",2012-12-16,Industrial
IN,FORT WAYNE,"$639,325.25","$712,451.25",2012-12-17,Land
IN,FORT WAYNE,"$129,503.05","$100,140.00",2012-12-19,Land
IN,FORT WAYNE,"$568,176.95","$812,770.00",2012-12-20,Residential
IN,FORT WAYNE,"$813,993.27","$732,528.75",2012-12-25,Land
IN,FORT WAYNE,"$1,029,529.81","$839,587.50",2013-01-02,Industrial
IN,FORT WAYNE,"$313,316.36","$461,955.00",2013-01-03,Industrial
IN,FORT WAYNE,"$358,590.34","$443,981.25",2013-01-04,Land
IN,FORT WAYNE,"$1,520,611.54","$1,292,560.00",2013-01-07,Commercial 
IN,FORT WAYNE,"$427,173.30","$512,167.50",2013-01-09,Industrial
IN,FORT WAYNE,"$569,733.77","$772,970.00",2013-01-10,Commercial 
IN,FORT WAYNE,"$2,126,603.76","$1,884,000.00",2013-01-11,Commercial 
IN,FORT WAYNE,"$633,058.39","$515,238.75",2013-01-14,Land
IN,FORT WAYNE,"$961,778.57","$758,070.00",2013-01-20,Industrial
IN,FORT WAYNE,"$1,183,418.64","$1,346,737.50",2013-01-27,Industrial
IN,FORT WAYNE,"$202,111.45","$177,093.75",2013-02-05,Land
IN,FORT WAYNE,"$2,127,042.84","$1,854,810.00",2013-02-06,Commercial 
IN,FORT WAYNE,"$30,696.42","$37,545.00",2013-02-09,Industrial
IN,FORT WAYNE,"$233,837.73","$199,250.00",2013-02-20,Commercial 
IN,FORT WAYNE,"$547,510.80","$641,880.00",2013-02-20,Industrial
IN,FORT WAYNE,"$1,306,430.69","$1,813,540.00",2013-02-26,Commercial 
IN,FORT WAYNE,"$603,457.08","$727,260.00",2013-03-01,Commercial 
IN,FORT WAYNE,"$728,154.68","$653,300.00",2013-03-03,Residential
IN,FORT WAYNE,"$645,599.78","$747,862.50",2013-03-04,Land
IN,FORT WAYNE,"$623,183.22","$593,782.50",2013-03-07,Land
IN,FORT WAYNE,"$539,358.50","$565,600.00",2013-03-08,Residential
IN,FORT WAYNE,"$1,012,745.29","$1,172,647.50",2013-03-09,Industrial
IN,FORT WAYNE,"$888,492.88","$1,065,607.50",2013-03-17,Industrial
IN,FORT WAYNE,"$1,326,146.26","$1,262,820.00",2013-03-17,Industrial
IN,FORT WAYNE,"$332,837.02","$271,181.25",2013-03-18,Land
IN,FORT WAYNE,"$92,737.58","$85,240.00",2013-03-29,Commercial 
IN,FORT WAYNE,"$455,845.76","$359,670.00",2013-03-29,Land
IN,FORT WAYNE,"$409,453.74","$537,813.75",2013-04-02,Land
IN,FORT WAYNE,"$785,507.85","$981,115.00",2013-04-02,Residential
IN,FORT WAYNE,"$790,987.34","$732,825.00",2013-04-04,Industrial
IN,FORT WAYNE,"$1,864,092.23","$1,686,340.00",2013-04-10,Commercial 
IN,FORT WAYNE,"$640,182.98","$515,290.00",2013-04-13,Commercial 
IN,FORT WAYNE,"$671,088.65","$787,635.00",2013-04-14,Industrial
IN,FORT WAYNE,"$296,584.45","$439,462.50",2013-04-16,Industrial
IN,FORT WAYNE,"$93,783.41","$84,502.50",2013-04-18,Industrial
IN,FORT WAYNE,"$139,565.72","$188,737.50",2013-04-19,Land
IN,FORT WAYNE,"$433,089.75","$536,932.50",2013-04-19,Land
IN,FORT WAYNE,"$186,419.65","$248,160.00",2013-04-24,Residential
IN,FORT WAYNE,"$1,588,331.97","$1,230,645.00",2013-04-25,Industrial
IN,FORT WAYNE,"$326,240.78","$400,050.00",2013-04-30,Land
IN,FORT WAYNE,"$1,246,976.61","$1,440,740.00",2013-04-30,Commercial 
IN,FORT WAYNE,"$404,772.59","$309,622.50",2013-04-30,Land
IN,FORT WAYNE,"$1,399,269.37","$1,204,740.00",2013-05-02,Industrial
IN,FORT WAYNE,"$822,924.63","$882,530.00",2013-05-02,Commercial 
IN,FORT WAYNE,"$845,592.70","$705,730.00",2013-05-03,Commercial 
IN,FORT WAYNE,"$1,709,791.11","$1,249,950.00",2013-05-05,Commercial 
IN,FORT WAYNE,"$143,001.98","$164,572.50",2013-05-12,Industrial
IN,FORT WAYNE,"$270,689.68","$207,142.50",2013-05-13,Industrial
IN,FORT WAYNE,"$339,257.12","$475,170.00",2013-05-15,Industrial
IN,FORT WAYNE,"$830,562.32","$678,063.75",2013-05-17,Land
IN,FORT WAYNE,"$29,111.58","$37,590.00",2013-05-21,Industrial
IN,FORT WAYNE,"$516,892.24","$617,767.50",2013-05-23,Industrial
IN,FORT WAYNE,"$32,074.61","$40,155.00",2013-05-28,Industrial
IN,FORT WAYNE,"$749,605.66","$696,635.00",2013-05-29,Residential
IN,FORT WAYNE,"$176,915.93","$199,548.75",2013-05-31,Land
IN,FORT WAYNE,"$1,255,916.33","$1,033,300.00",2013-05-31,Commercial 
IN,FORT WAYNE,"$499,122.79","$955,474.20",2013-06-01,Land
